portNumber,portName,regionNumber,regionName,countryCode,countryName,latitudeDegrees,latitudeMinutes,latitudeHemisphere,longitudeDegrees,longitudeMinutes,longitudeHemisphere,publicationNumber,chartNumber,harborSize,harborType,shelter,erTide,erSwell,erIce,erOther,overheadLimits,chDepth,anDepth,cpDepth,otDepth,tide,maxVesselCode,goodHoldingGround,turningArea,firstPortOfEntry,usRep,etaMessage,ptCompulsory,ptAvailable,ptLocalAssist,ptAdvisable,tugsSalvage,tugsAssist,qtPratique,qtDerattCert,qtOther,cmTelephone,cmTelegraph,cmRadio,cmRadioTel,cmAir,cmRail,loWharves,loAnchor,loMedMoor,loBeachMoor,loIceMoor,medFacilities,garbageDisposal,degauss,dirtyBallast,crFixed,crMobile,crFloating,lifts100,lifts50,lifts25,lifts0,srLongshore,srElectrical,srSteam,srNavigEquip,srElectRepair,suProvisions,suWater,suFuel,suDiesel,suDeck,suEngine,repairCode,drydock,railway,
3450,ERIE,3400,US LAKE ERIE,US,United States,42,9,N,80,6,W,CP06,14835,S,CN,E,N,N,Y,Y,N,L,M,L,L,,L,Y,Y,,,N,Y,,,,,N,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,B,L,,
5050,ESCANABA,4570,US LAKE MICHIGAN,US,United States,45,46,N,87,3,W,CP06,14915,S,CN,G,N,N,Y,Y,Y,L,J,L,,,L,Y,,Y,N,N,Y,,,,,Y,Y,Y,,Y,Y,,Y,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,B,,S,
7520,ESSEX,6585,UNITED STATES E COAST,US,United States,41,21,N,72,23,W,CP02,12375,V,RN,E,N,N,Y,Y,N,P,O,P,,3,M,,,N,N,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,,,,N,Y,,,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,C,,S,
16670,EUREKA,16000,UNITED STATES W COAST,US,United States,40,48,N,124,11,W,CP07,18622,S,CN,G,N,N,N,,Y,L,M,L,L,8,L,,,,N,Y,Y,Y,,,,Y,Y,,,Y,,Y,Y,Y,Y,Y,,,,,Y,N,,N,,,,,,,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,C,,S,
17790,EVERETT,16000,UNITED STATES W COAST,US,United States,48,0,N,122,13,W,CP07,18444,S,CN,E,N,N,N,,Y,M,K,J,,7,L,,,Y,,,Y,,,Y,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,,Y,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,C,,S,
19610,EXCURSION INLET,19080,ALASKA,US,United States,58,25,N,135,27,W,CP08,17316,V,CN,G,N,N,N,,,,A,L,M,13,,,,,,,,Y,,,,,,,,,,Y,Y,Y,,Y,Y,,,,N,N,,,,,,,,,,N,Y,N,N,N,Y,Y,N,N,N,N,,,,
3480,FAIRPORT,3400,US LAKE ERIE,US,United States,41,46,N,81,18,W,CP06,14837,S,RN,E,N,N,Y,Y,Y,N,N,N,,,M,,Y,,,N,Y,,,,N,Y,Y,,,Y,Y,Y,Y,,Y,Y,,,,,Y,,,N,,,,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,C,,,
7400,FALL RIVER,6585,UNITED STATES E COAST,US,United States,41,42,N,71,10,W,CP02,13227,V,CN,E,N,N,Y,Y,Y,K,M,K,J,4,M,Y,Y,Y,N,N,Y,,,,,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,C,,S,
7320,FALMOUTH,6585,UNITED STATES E COAST,US,United States,41,33,N,70,37,W,CP02,13229,V,CN,F,N,N,N,Y,N,P,K,P,,1,M,Y,,N,N,N,N,N,,,N,N,Y,Y,,Y,,Y,Y,,Y,Y,,,,,,,,N,Y,,,,,,Y,,,,,,Y,Y,,Y,Y,Y,C,,S,
8560,FERNANDINA BEACH,6585,UNITED STATES E COAST,US,United States,30,41,N,81,28,W,CP04,11503,S,RN,G,N,N,N,Y,,L,M,L,,6,M,Y,Y,Y,N,Y,Y,,,,,Y,Y,,,Y,,,Y,,Y,Y,,,,,Y,,,N,,,,,,,,Y,Y,,,,Y,Y,Y,Y,Y,Y,C,,S,
16660,FIELDS LANDING,16000,UNITED STATES W COAST,US,United States,40,43,N,124,13,W,CP07,18622,V,CN,G,N,N,N,Y,,L,,N,,5,,,Y,,N,,Y,Y,,,,,,,,Y,,,,,Y,Y,Y,,,,N,Y,,,,,,,,,,Y,Y,N,N,N,,Y,N,Y,N,N,D,,M,
19290,FISHERMANS HARBOR,19080,ALASKA,US,United States,55,58,N,133,48,W,CP08,17402,V,CN,G,N,N,N,,,O,O,N,,9,,,,,,,,Y,,,,Y,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
16803,FLORENCE,16000,UNITED STATES W COAST,US,United States,43,58,N,124,7,W,CP07,18583,V,RN,E,,,N,Y,Y,O,,O,,4,,,Y,,,,,Y,,Y,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,C,,,
16650,FORT BRAGG,16000,UNITED STATES W COAST,US,United States,39,27,N,123,49,W,CP07,18626,V,CN,G,N,N,N,N,,,,,,4,,,,,N,,,Y,,,,,,,,Y,Y,Y,Y,Y,Y,,,,,,Y,Y,,,,,,,,,,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,,,,
8600,FORT PIERCE,6585,UNITED STATES E COAST,US,United States,27,28,N,80,19,W,CP04,11475,V,CN,E,N,N,N,Y,,L,M,M,,1,M,,Y,Y,N,Y,Y,,,,,Y,,,,Y,,Y,Y,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,C,,S,
17350,FORT WARD,16000,UNITED STATES W COAST,US,United States,47,35,N,122,31,W,CP07,18449,V,CN,E,N,N,N,Y,,,,N,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,FRANKFORT,4570,US LAKE MICHIGAN,US,United States,44,38,N,86,15,W,CP06,14907,S,CN,E,N,N,Y,Y,Y,M,M,M,N,,M,N,N,N,N,N,Y,,,,N,N,Y,Y,,Y,,N,N,,,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,C,,S,
8270,FREDERICKSBURG,6585,UNITED STATES E COAST,US,United States,38,18,N,77,27,W,CP03,12288,V,RN,E,N,N,N,Y,Y,P,P,P,,3,M,,,N,N,N,Y,,,,,,Y,Y,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,,,,,,,,,,
9250,FREEPORT,8650,US GULF COAST,US,United States,28,57,N,95,20,W,CP05,11322,V,RN,G,N,N,N,Y,Y,J,L,L,J,,L,Y,Y,Y,N,Y,Y,Y,,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,Y,,Y,Y,Y,,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,C,,S,
6740,FRENCHBORO,6585,UNITED STATES E COAST,US,United States,44,7,N,68,22,W,CP01,13313,V,CN,F,Y,N,N,Y,,M,P,P,,11,M,Y,Y,N,N,N,N,Y,,,N,N,Y,N,,Y,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,
17920,FRIDAY HARBOR,16000,UNITED STATES W COAST,US,United States,48,32,N,123,1,W,CP07,18434,V,CN,E,N,N,N,,,,J,N,N,5,,,,Y,,,Y,,,,,,,,,Y,Y,,Y,Y,,Y,Y,,,,Y,Y,,,Y,Y,,,Y,,,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,C,,S,
7000,FRIENDSHIP,6585,UNITED STATES E COAST,US,United States,43,58,N,69,20,W,CP01,13301,V,CN,G,Y,N,Y,Y,N,M,L,O,,9,M,,,N,N,N,N,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,,Y,Y,Y,C,,S,
19530,FUNTER,19080,ALASKA,US,United States,58,15,N,134,54,W,CP08,17316,V,CN,G,N,N,N,Y,,A,A,B,,13,,Y,,,,,,Y,,,,,,,,,,,Y,Y,,Y,Y,,,,N,N,,,,,,,,,,N,Y,N,N,N,N,Y,N,N,N,N,,,,
9150,GALVESTON,8650,US GULF COAST,US,United States,29,19,N,94,47,W,CP05,11324,L,CN,G,N,N,N,Y,Y,J,L,L,M,,L,,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,S,S,
7100,GARDINER,6585,UNITED STATES E COAST,US,United States,44,14,N,69,46,W,CP01,13298,V,RN,G,N,N,Y,Y,Y,O,O,O,,5,M,,,N,N,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,,,,,,,,,
16795,GARDINER,16000,UNITED STATES W COAST,US,United States,43,43,N,124,6,W,CP07,18584,V,RN,E,N,N,N,,,N,,,,5,,,,,N,,Y,Y,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4760,GARY,4570,US LAKE MICHIGAN,US,United States,41,37,N,87,20,W,CP06,14926,M,CB,G,N,N,Y,Y,Y,L,L,L,,,L,Y,Y,N,N,N,Y,,,,,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,C,,S,
16170,GAVIOTA,16000,UNITED STATES W COAST,US,United States,34,28,N,120,12,W,CP07,18721,V,OR,F,N,N,N,Y,,J,L,M,E,4,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,,,,N,Y,,,,,,,,,,N,N,N,N,N,Y,Y,N,N,N,N,,,,
19120,GEORGE INLET,19080,ALASKA,US,United States,55,23,N,131,28,W,CP08,17428,V,CN,F,N,N,N,Y,,,,L,N,13,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
8490,GEORGETOWN,6585,UNITED STATES E COAST,US,United States,33,22,N,79,17,W,CP04,11532,V,RN,G,N,N,N,Y,N,L,J,M,M,4,L,Y,Y,Y,N,N,Y,,,Y,N,Y,Y,Y,,Y,,,Y,Y,Y,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,C,,M,
5060,GLADSTONE,4570,US LAKE MICHIGAN,US,United States,45,51,N,87,1,W,CP06,14915,V,CN,E,N,N,Y,Y,Y,M,L,M,,,M,Y,N,N,N,N,Y,,,,,Y,Y,Y,,Y,,Y,Y,,,Y,,,,,Y,,,N,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,C,,S,
16805,GLENADA,16000,UNITED STATES W COAST,US,United States,43,58,N,124,7,W,CP07,18583,V,RN,E,,,N,,Y,O,,O,,4,,,Y,,,,,Y,,Y,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,C,,,
17170,GLEN COVE,16000,UNITED STATES W COAST,US,United States,48,5,N,122,47,W,CP07,18464,V,CN,G,N,N,N,,,,,L,,5,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,
8120,GLOUCESTER,6585,UNITED STATES E COAST,US,United States,39,54,N,75,8,W,CP03,12313,S,RN,E,N,N,N,Y,Y,J,J,H,K,6,M,,,N,N,N,Y,,,,,Y,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,Y,Y,Y,Y,Y,,,,,,,,,,,,,,C,,M,
7210,GLOUCESTER,6585,UNITED STATES E COAST,US,United States,42,36,N,70,40,W,CP01,13281,S,CN,G,Y,N,N,Y,N,N,L,M,,9,M,Y,Y,Y,N,Y,Y,,,,N,Y,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,,,N,,Y,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,Y,C,,M,
4700,GRAND HAVEN,4570,US LAKE MICHIGAN,US,United States,43,4,N,86,14,W,CP06,14933,S,RN,F,N,N,Y,Y,Y,N,N,N,,,M,Y,Y,Y,N,Y,Y,,,,N,N,Y,Y,,Y,Y,Y,,Y,,Y,,,,,Y,,,N,,,,,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,C,,S,
8990,GRAND ISLE,8650,US GULF COAST,US,United States,29,14,N,90,0,W,CP05,11358,V,CN,N,N,N,N,Y,,P,P,Q,,1,M,,,,,,,N,Y,,,,,,,Y,,,,Y,,Y,,,,,Y,,,,,Y,Y,Y,,,Y,,Y,,,,Y,Y,Y,Y,,,C,,,
5480,GRAND MARAIS,5230,US LAKE SUPERIOR,US,United States,47,45,N,90,20,W,CP06,14967,V,CN,E,N,N,Y,Y,,O,N,P,,,M,Y,Y,Y,N,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,C,,,
5260,GRAND MARAIS,5230,US LAKE SUPERIOR,US,United States,46,41,N,85,58,W,CP06,14962,V,CB,G,N,N,Y,Y,N,O,M,O,,,M,Y,N,Y,N,,Y,,,,N,Y,Y,Y,,Y,,Y,Y,,,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,,Y,Y,Y,C,,S,
20410,GRANTLEY HARBOR,20185,ALASKA CONTINUED,US,United States,65,16,N,166,20,W,CP09,16204,V,OR,G,Y,N,N,Y,,P,M,,,1,,Y,,,,Y,,Y,,,,,,,,,Y,,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,
7900,GRASSELLI,6585,UNITED STATES E COAST,US,United States,40,37,N,74,12,W,CP02,12333,S,RN,G,N,N,N,Y,Y,K,K,K,,5,,,,Y,N,Y,Y,,,,,Y,Y,N,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,
4820,GREAT LAKES,4570,US LAKE MICHIGAN,US,United States,42,18,N,87,50,W,CP06,14905,V,CB,G,N,N,Y,Y,Y,O,M,O,,,M,Y,Y,N,N,Y,Y,,,,N,N,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,,,,,N,N,N,N,,,N,N,,Y,Y,Y,,,C,,,
4940,GREEN BAY,4570,US LAKE MICHIGAN,US,United States,44,31,N,88,1,W,CP06,14918,S,RN,G,N,N,Y,Y,Y,M,L,M,M,,M,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,,,Y,,,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,B,,,
7460,GREENPORT,6585,UNITED STATES E COAST,US,United States,41,6,N,72,22,W,CP02,12358,V,CB,G,N,N,N,Y,N,P,O,N,,2,M,N,N,N,N,N,Y,,,,N,N,Y,N,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,Y,,,C,,M,
7610,GREENWICH,6585,UNITED STATES E COAST,US,United States,41,1,N,73,37,W,CP02,12367,V,CN,E,N,N,Y,Y,N,P,P,O,,7,M,,,N,N,N,Y,,,,N,N,Y,Y,,Y,,,,,Y,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,,Y,Y,Y,B,,,
8850,GRETNA,8650,US GULF COAST,US,United States,29,55,N,90,4,W,CP05,11368,V,RN,E,N,N,N,Y,Y,K,H,H,L,,M,,,,,,Y,,,Y,,,,,,Y,Y,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,
8800,GULFPORT,8650,US GULF COAST,US,United States,30,21,N,89,5,W,CP05,11373,S,CN,E,N,N,N,Y,,K,J,K,,2,M,Y,Y,Y,,,Y,,,,,Y,Y,,,Y,,,Y,Y,Y,Y,,,,,Y,Y,,N,,Y,,,,,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,C,,S,
7870,GULFPORT SI,6585,UNITED STATES E COAST,US,United States,40,38,N,74,12,W,CP02,12333,S,RN,G,N,N,N,Y,Y,J,J,K,K,5,L,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,C,,,
19588,HAINES,19080,ALASKA,US,United States,59,14,N,135,26,W,CP08,17317,V,CN,G,N,N,N,,,,B,N,L,9,,,,,,Y,,Y,,,,Y,,,,,,,Y,Y,Y,Y,Y,,,,Y,,,,Y,,,,,Y,,,,,,,,Y,N,N,N,N,N,,,
20350,HAMILTON,20185,ALASKA CONTINUED,US,United States,62,54,N,163,55,W,CP09,16240,V,RN,F,,,,Y,,,,,,2,,,,,,Y,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,
56190,HANA,56050,HAWAIIAN ISLANDS,US,United States,20,45,N,155,59,W,CP07,19341,V,CN,P,N,N,N,Y,,K,L,L,,2,,N,Y,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,Y,N,,,,,,,,,,,,,,,Y,,,,,,,,,
4370,HARBOR BEACH,4300,US LAKE HURON,US,United States,43,51,N,82,39,W,CP06,14862,V,CB,G,N,N,Y,Y,Y,M,M,O,,,M,Y,Y,Y,N,N,Y,,,,N,N,Y,Y,,,,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,,,,,,,,,
4590,HARBOR SPRINGS,4570,US LAKE MICHIGAN,US,United States,45,26,N,84,59,W,CP06,14913,V,CN,E,N,N,Y,N,N,N,H,N,,,M,Y,Y,N,N,N,Y,,,,N,N,Y,,,Y,,,,Y,,Y,,,,,Y,,,N,,,,,Y,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,B,,S,
8200,HAVRE DE GRACE,6585,UNITED STATES E COAST,US,United States,39,32,N,76,5,W,CP03,12274,V,RN,G,N,N,N,Y,Y,O,N,O,O,2,M,,,N,N,N,Y,,,,,,Y,Y,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,Y,,,,,,Y,Y,Y,Y,,,C,,S,
19520,HAWK INLET,19080,ALASKA,US,United States,58,7,N,134,45,W,CP08,17312,V,CN,G,Y,N,N,Y,,,J,L,O,12,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,Y,,,,N,N,,,,,Y,,,,,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,,,,
9030,HAYMARK TERMINAL,8650,US GULF COAST,US,United States,30,8,N,93,19,W,CP05,11347,V,RN,N,N,N,N,Y,Y,K,K,L,N,,M,,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,,
8330,HERTFORD,6585,UNITED STATES E COAST,US,United States,36,11,N,76,28,W,CP04,12205,V,RN,E,N,N,N,Y,Y,P,P,P,,,M,,,N,N,N,N,,,,,,Y,,,Y,,,,,Y,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,
19100,HIDDEN INLET,19080,ALASKA,US,United States,54,57,N,130,20,W,CP08,17437,V,LC,F,Y,Y,N,Y,,,,M,P,14,,,,,,,,Y,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,
56090,HILO,56050,HAWAIIAN ISLANDS,US,United States,19,44,N,155,4,W,CP07,19324,M,CB,G,Y,Y,N,Y,,K,L,K,K,1,L,Y,Y,Y,N,Y,Y,Y,Y,Y,,Y,,,Y,Y,Y,Y,,Y,,Y,,,,,Y,N,,N,,Y,,,Y,,Y,Y,Y,N,N,Y,,Y,Y,Y,Y,Y,B,,S,
7770,HOBOKEN,6585,UNITED STATES E COAST,US,United States,40,45,N,74,1,W,CP02,12335,M,RN,G,N,N,N,,,H,H,K,,4,L,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,M,,
19980,HOGG ISLAND,19080,ALASKA,US,United States,58,28,N,152,41,W,CP09,16605,V,CN,F,N,N,N,Y,,,,,,11,,,,,,Y,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710,HOLLAND,4570,US LAKE MICHIGAN,US,United States,42,47,N,86,8,W,CP06,14932,S,RN,F,N,N,Y,Y,Y,M,L,M,,,M,Y,Y,N,N,N,Y,,,,N,,Y,Y,,Y,Y,,,Y,,Y,,,,,Y,,,N,,,,,Y,Y,Y,,Y,,,,Y,Y,Y,Y,Y,Y,C,,S,
19781,HOMER,19080,ALASKA,US,United States,59,36,N,151,25,W,CP09,16645,V,CN,F,N,N,N,Y,,,E,M,,28,L,Y,,,,Y,,Y,,,,Y,Y,,,,Y,,Y,Y,,Y,Y,,,,Y,Y,,N,,Y,,,Y,,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,
56070,HONOKAA,56050,HAWAIIAN ISLANDS,US,United States,20,6,N,155,28,W,CP07,19322,V,OR,P,N,N,N,,,H,H,P,,2,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,Y,,,,Y,Y,,,,,,,,,,N,N,N,Y,Y,Y,N,N,N,Y,Y,,,S,
56280,HONOLULU,56050,HAWAIIAN ISLANDS,US,United States,21,18,N,157,52,W,CP07,19367,M,CB,E,N,N,N,Y,Y,J,A,M,M,2,M,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,,,Y,,Y,,Y,,,,,Y,Y,,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,A,,L,
56100,HONUAPO,56050,HAWAIIAN ISLANDS,US,United States,19,5,N,155,33,W,CP07,19322,V,OR,P,N,N,N,Y,,H,A,M,,2,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,Y,,,,Y,Y,,,,,,,,,,N,N,N,Y,Y,Y,N,N,N,Y,Y,,,,
19510,HOOD BAY,19080,ALASKA,US,United States,57,24,N,134,30,W,CP08,17339,V,CN,G,N,N,N,Y,,,L,M,M,12,,,,,,,,Y,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,
17190,HOODSPORT,16000,UNITED STATES W COAST,US,United States,47,25,N,123,8,W,CP07,18476,V,CN,E,N,N,N,,,,,M,,,,,,,,,,Y,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,
19460,HOONAH,19080,ALASKA,US,United States,58,7,N,135,27,W,CP08,17302,V,CN,G,N,N,N,,,,B,O,N,13,,Y,,,,,,Y,,,,,,,,Y,,Y,Y,Y,,Y,Y,,,,N,Y,,,,,,,,,,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,C,,,
17080,HOQUIAM,16000,UNITED STATES W COAST,US,United States,46,58,N,123,54,W,CP07,18502,S,RN,E,N,N,N,Y,Y,L,,K,,8,,,,Y,,,Y,,,Y,,,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,Y,Y,,,,Y,,,Y,,,Y,Y,Y,Y,Y,Y,Y,C,,M,
5370,HOUGHTON,5230,US LAKE SUPERIOR,US,United States,47,7,N,88,34,W,CP06,14972,S,LC,E,N,N,Y,,Y,M,L,M,,,M,N,N,,N,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,C,,,
9240,HOUSTON,8650,US GULF COAST,US,United States,29,45,N,95,17,W,CP05,11325,L,RT,G,N,N,N,Y,Y,G,K,L,J,,L,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,M,
3520,HURON,3400,US LAKE ERIE,US,United States,41,24,N,82,33,W,CP06,14843,S,RN,E,N,Y,Y,Y,Y,L,L,L,,,L,N,Y,N,,N,Y,,,,N,Y,Y,,,Y,Y,Y,Y,Y,,Y,,,,,Y,,,N,,,,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,N,L,S,
7310,HYANNIS,6585,UNITED STATES E COAST,US,United States,41,39,N,70,17,W,CP02,13229,V,CN,E,N,N,N,Y,N,O,O,O,,3,M,Y,,N,N,N,N,,,,N,N,Y,Y,,Y,,,,,Y,Y,,,,,,,,N,,,,,,,Y,,,,,,Y,Y,,Y,,,C,,S,
7315,HYANNIS PORT,6585,UNITED STATES E COAST,US,United States,41,38,N,70,18,W,CP02,13229,V,CB,F,N,N,N,Y,N,P,N,P,,3,M,,,N,N,N,N,,,,,,,,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,Y,,,,,,
19240,HYDABURG,19080,ALASKA,US,United States,55,12,N,132,50,W,CP08,17407,V,CN,F,N,N,N,,,,,M,,11,,,,,,,,Y,,,,,,,,Y,,Y,Y,Y,,Y,,,,,Y,N,,,,,,,,,,N,Y,,N,N,Y,Y,Y,Y,Y,Y,C,,,
19090,HYDER,19080,ALASKA,US,United States,55,55,N,130,0,W,CP08,17425,V,CN,P,N,N,N,,,,,Q,,16,,,,,,,,Y,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
16838,ILWACO,16000,UNITED STATES W COAST,US,United States,46,18,N,124,3,W,CP07,18521,V,RN,G,,,N,N,,P,,P,,4,,,,,,Y,,Y,,,,,,,,Y,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,C,,S,
4780,INDIANA HARBOR,4570,US LAKE MICHIGAN,US,United States,41,40,N,87,26,W,CP06,14929,M,CB,F,N,N,Y,Y,Y,L,L,M,L,,L,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,A,,S,
16550,ISLETON,16000,UNITED STATES W COAST,US,United States,38,10,N,121,36,W,CP07,18661,V,RN,E,N,N,N,Y,Y,O,,,,4,,,,,N,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,
16040,ISTHMUS COVE,16000,UNITED STATES W COAST,US,United States,33,27,N,118,30,W,CP07,18757,V,CN,F,N,N,N,N,,,,O,,4,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,Y,,,,,N,Y,,,,,,,,,,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,C,,,
20020,IVANOF BAY,19080,ALASKA,US,United States,55,48,N,159,28,W,CP09,16566,V,CN,F,N,N,N,,,,A,M,,6,,,,,,Y,,Y,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8580,JACKSONVILLE,6585,UNITED STATES E COAST,US,United States,30,19,N,81,39,W,CP04,11491,M,RN,E,Y,N,N,Y,Y,J,J,J,J,1,L,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,S,M,
